shortcode,caption,is_target
Cawom4ssnUC,이벤트 잊혀진줄 알았던 스태틱단검 아님이 년만에 돌아왔다 이번주 가장 핫했던 주인공 이지부스트 스태틱 응모를 시작합니다국내 선착순과 응모를 놓친 분들께는 마지막 기회죠 지금 슈프라이즈 회원 팔로워 분들을 대상으로 진행되는 회 응모에 참여하고 아디다스 이지부스트 스태틱 당첨 기회를 노려보세요참여 방법 슈프라이즈 인스타그램 프로필 링크 클릭 슈프라이즈 회 이벤트 페이지로 이동 이벤트 페이지 하단 양식 입력 후 제출 월 일 시 분 유튜브 라이브를 통해 당첨자 발표당첨자에게는 개별 발송 예정 아디다스 이지 부스트 스태틱응모기간 월 일일 월 일월 당첨발표 월 월 당첨수량 족발매가격 원응모 조건 슈프라이즈 인스타그램 팔로우 슈프라이즈 홈페이지 회원가입구매방식 오프라인 방문양재 택배 수령 선택한정판 신발의 전세계 발매정보를 에서 가장 빠르게 만나보세요 슈프라이즈 슈프라이즈아디다스 이지 이지부스트 스태틱 스태틱 아디다스이지부스트,True
CalS_c_P-w8,국내발매 지금 은광계열 매장나이키 롯데 영등포점과 현대백화점에서 덩크 로우 범고래를 비롯한 다양한 한정판 신발의 응모가 시작됐습니다 지금 확인해보세요 지금 슈프라이즈 홈페이지에서 자세한 링크 확인하고 응모에 참여하세요한정판 신발의 전세계 발매정보를 에서 가장 빠르게 만나보세요 슈프라이즈 슈프라이즈나이키 덩크로우 현대백화점 나이키덩크 범고래 빈티지네이비,False
CaQqcBhvUdT,온라인 라플 발매 단위 단위 단위 응모날짜 월 일화 오전 시일목 오전 시 당첨자발표 월 일금 오전 시 구입날짜 월 일금 오전 시일월 오후 시 온라인 라플 참여 가이드 나이키 동성로타운 인스타그램 팔로우 후 프로필 내 링크를 글릭하여 구글 설문지를 작성해주세요 구글설문지는 마지막으로 작성된 최신 버전으로 적용됩니다 응모링크는 프로필에서 확인해주세요 안전을 위하여 방문 수령 일자를 확인해주세요 인 회 응모 가능 만 세 미만은 응모 불가 카드 결제 시 본인 명의 카드로만 결제 가능 본인 신분증 지참 당첨자 발표 당첨되신 분들은 월 일금 오전 시에 문자 메세지가 발송됩니다 구입은 당첨자 발표 당일 월 일금 오전 시부터 일월 오후 시까지 구매 가능합니다 응모자 본인이 수령해야 하며 본인 확인을 위한 신분증 및 핸드폰으로 받으신 원본를 확인하오니 꼭 지참해주시기 바랍니다 신분증 중 하나라도 미지참 시 구입 불가 외국인의 경우 정부 공식 발급 외국인등록증 여권만 가능합니다 수령 시 본인이 응모한 이름과 동일하여야 구입 가능 공지해드린 기간 내에 미구매 시 자동으로 당첨이 취소되며 카드 결제 시 본인카드로만 결제가 가능하오니 이 점 참고 부탁드립니다 택배 거래 불가 매장 방문 수령만 진행 매장안내대구광역시 중구 동성로 길 나이키 동성로타운 나이키 나이키동성로타운 나이키대구 대구나이키 동성로타운나이키 동성로나이키 나이키덩크 덩크 덩크로우 나이키덩크로우 나이키덩크 덩크로우 할로윈덩크 덩크할로윈 울프그레이덩크 빈티지그린덩크 라플,True
CaO95KpLDDF,국내발매 나이키 코리아 런칭 캘린더 업데이트 조던 엘레베이트 두 가지 컬러와 에어 포스 우노 등 다양한 제품들이 출시될 예정입니다지금 슈프라이즈 홈페이지에서 업데이트된 다양한 제품들을 확인하세요나이키 코리아에어 포스 로우 세레나에어 포스 로우 우노조던 엘레베이트 화이트 오닉스조던 엘레베이트 화이트 앤 울프 그레이한정판 신발의 전세계 발매정보를 에서 가장 빠르게 만나보세요 슈프라이즈 슈프라이즈조던 조던 에어조던 나이키 조던로우,False
Cay1tVbPGtS,국내발매 나이키 서울 라이즈에서 나이키 덩크 로우 시카고 에어 조던 로우 브레드 토 제품 응모가 시작되었습니다응모 링크는 프로필 게시물 알림 설정 하시고 한정판 스니커즈 발매정보 놓치지 마세요한정판 발매 정보의 모든것 럭키드로우 페이지 럭키드로우 럭키드로우 당첨 에어조던 에어조던,True
CaQqpLLvlam,온라인 라플 발매 단위 단위 단위 응모날짜 월 일화 오전 시일목 오전 시 당첨자발표 월 일금 오전 시 구입날짜 월 일금 오전 시일월 오후 시 온라인 라플 참여 가이드 나이키 동성로타운 인스타그램 팔로우 후 프로필 내 링크를 글릭하여 구글 설문지를 작성해주세요 구글설문지는 마지막으로 작성된 최신 버전으로 적용됩니다 응모링크는 프로필에서 확인해주세요 안전을 위하여 방문 수령 일자를 확인해주세요 인 회 응모 가능 만 세 미만은 응모 불가 카드 결제 시 본인 명의 카드로만 결제 가능 본인 신분증 지참 당첨자 발표 당첨되신 분들은 월 일금 오전 시에 문자 메세지가 발송됩니다 구입은 당첨자 발표 당일 월 일금 오전 시부터 일월 오후 시까지 구매 가능합니다 응모자 본인이 수령해야 하며 본인 확인을 위한 신분증 및 핸드폰으로 받으신 원본를 확인하오니 꼭 지참해주시기 바랍니다 신분증 중 하나라도 미지참 시 구입 불가 외국인의 경우 정부 공식 발급 외국인등록증 여권만 가능합니다 수령 시 본인이 응모한 이름과 동일하여야 구입 가능 공지해드린 기간 내에 미구매 시 자동으로 당첨이 취소되며 카드 결제 시 본인카드로만 결제가 가능하오니 이 점 참고 부탁드립니다 택배 거래 불가 매장 방문 수령만 진행 매장안내대구광역시 중구 동성로 길 나이키 동성로타운 나이키 나이키동성로타운 나이키대구 대구나이키 동성로타운나이키 동성로나이키 나이키덩크 덩크 덩크로우 나이키덩크로우 나이키덩크 덩크로우 할로윈덩크 덩크할로윈 울프그레이덩크 빈티지그린덩크 라플,True
CaoDV5mKzAk,이주의 핫한 신상 트릴리온봄 아우터를 찾고 있다면 주목하세요디테일이 살아있는 트릴리온의 데님트러커 재킷과 함께면 봄 코디 고민 끝무신사 트릴리온 신상품 데님재킷 헌팅재킷 벌룬팬츠 봄코디 데일리룩,False
CaoN8fkvhWG,나이키 덩크로우 올드스쿨 룩의 귀환어디서든 편안하게 경기를 즐기세요 하드 코트용으로 만들어졌으나 스트리트 스타일로 입어도 좋은 년대 농구 아이콘이 야성적인 면과 스타일이 완벽하게 조화를 이루는 패치워크 갑피와 다양한 애니멀 프린트와 함께 돌아왔습니다 택배거래 불가 매장 방문구매만 가능도도포인트 적립사용 불가인 족 구매교환 및 환불 불가 단 재품 불량 시에만 환불 가능제품특성상 박스손상 및 제품의 긁힘 얼룩등 퀄리티 문제로 인한 제품 비교 및 교환 변경은 불가합니다,False
CalW_UcPD76,국내발매 나이키 덩크 로우 사파리 믹스 제품이 잠시후 시 스포츠 앱에서 선착순 발매됩니다케이스스터디에서 지금 응모가 시작되었어요응모 링크는 프로필 게시물 알림 설정 하시고 한정판 스니커즈 발매정보 놓치지 마세요한정판 발매 정보의 모든것 럭키드로우 페이지 럭키드로우 럭키드로우 당첨 덩크 덩크로우,False
_xclMzK/93532865,나이키 강남 런클럽 페이서 창훈님이 소개하는 나이키 리액트 인피니티 런 를 영상으로 만나보세요 자세한 내용은 전화 또는 카카오톡으로 문의 해주시기 바랍니다 댓글 및 을 통한 문의는 받지 않고 있습니다 게시글과 무관한 부적절한 댓글은 삭제될 수 있습니다 전화 문의 강남점 카카오톡 문의 나이키 강남 채널,False
CaisrJ3vpnv,국내발매 명동 나이키에서 조던 유니버시티 블루 응모가 시작되었습니다지금 슈프라이즈 홈페이지에서 자세한 링크 확인하고 응모에 참여하세요한정판 신발의 전세계 발매정보를 에서 가장 빠르게 만나보세요 슈프라이즈 슈프라이즈조던 조던 에어조던 나이키,False
Cai1pVAPQP3,발매예정 이번 주 주요 발매 라인업일 화나이키 에어맥스 테라스케이프 플러스 블랙 앤 라임 세일 앤 씨 글래스 시간 오전 시 선착순 발매처 나이키 코리아 발매가 원일 수나이키 사카이 장 폴 고티에 베이퍼와플 블랙 화이트 세서미 블루 보이드 시간 오전 시 오후 시 발매처 발매가 원조던 레트로 유니버시티 블루 시간 오전 시 오후 시 발매처 나이키 코리아 발매가 원일 목나이키 드레이크 녹타 핫 스텝 에어 테라 트리플 블랙 화이트 시간 발매처별 상이 발매처 발매가 약 원나이키 덩크 로우 레트로 프리미엄 파슬 로즈 시간 오후 시 응모 마감 발매처 발매가 약 원일 금뉴발란스 메이드 인 브라운 스틸 블루 시간 오전 시 선착순 발매처 뉴발란스 코리아 발매가 원발매정보,False
Caie-PHvu1o,국내발매 월 일 아디다스 공홈을 포함 다양한 국내 발매처에서 아디다스 이지부스트 스태틱 제품이 발매됩니다드디어 나오는구나자세한 정보는 프로필 게시물 알림 설정 하시고 한정판 스니커즈 발매정보 놓치지 마세요한정판 발매 정보의 모든것 럭키드로우 페이지 럭키드로우 럭키드로우 당첨아디다스 아디다스이지 이지 이지부스트,False
Ca3htEyrrxs,가벼운 움직임에어 조던 프랜차이즈의 가벼운 착화감과 스피드를 대변하게 될 에어조던 로 자신의 최고 속도를 찾아 보세요 지금까지 출시된 가장 가벼운 조던 경기용 신발 중 하나로 띠를 더해 보강한 얇고 미니멀한 갑피로 측면 안정성을 제공합니다 반응성이 탁월한 쿠셔닝은 걸음을 내디딜 때마다 에너지를 반환해 주어 경기의 수준을 높여줍니다 사이즈 단위금액 인 족 구매 가능임의로 작성된 사설명단은 인정하지 않습니다 매장안내경기도 하남시 미사대로 스타필드 하남 층 나이키 농구 카이리 케빈듀란트 폴조지 르브론 조던 에어조던 하남 하남스타필드 훕드림 훕드림즈하남,False
Caoyzc1PB3V,에어포스 폰탄카 서현,False
CaotEsiPqwh,국내발매 나이키 강남에서 덩크 로우 블랙 페이즐리 제품 응모가 시작되었습니다응모 링크는 프로필 게시물 알림 설정 하시고 한정판 스니커즈 발매정보 놓치지 마세요한정판 발매 정보의 모든것 럭키드로우 페이지 럭키드로우 럭키드로우 당첨 덩크 덩크로우,True
Catc4LXLGEX,소식 나이키가 앱 속 한정판 스니커 예약 서비스인 의 업데이트 소식을 전하였습니다년 처음 론칭된 는 패스를 얻은 사람에게 예약 매장에서 기다림 없이 스니커 구매 기회를 제공하는 방식으로 운영되고 있는데요기존에 패스가 앱에서 선착순으로 제공되었다고 하면 이제는 향상된 봇 방지 기술과 함께 드로우 방식으로 패스를 만나볼 수 있을 예정이라고 합니다트레비스 스캇 오프 화이트 등 다양한 협업 스니커 또한 구매할 수 있는 기회인 아쉽게도 국내에서는 앱이 서비스되지 않기에 또한 운영되지 않고 있는데요 하루빨리 국내에도 앱이 론칭돼 보다 재미있고 편리한 스니커 생활을 즐기면 좋지 않을까 싶습니다한정판 신발의 전세계 발매정보를 에서 가장 빠르게 만나보세요 슈프라이즈 슈프라이즈나이키 나이키 한정판스니커 에어조던 덩크로우,False
CadiYLDP5br,곧 개강이다 캠퍼스 룩 미리미리 준비해야죠버튼을 누르면 제품을 확인할 수 있어요무신사 코디맵 데일리룩 데일리코디 꾸안꾸 캐주얼룩 캐주얼코디 남친룩 남친코디 캠퍼스룩 캠퍼스코디,False
CatCsJcPLOj,새로운 센텀시티 매장을 지금 바로 만나보세요 매장안내부산광역시 해운대구 센텀남대로 우동 나이키 나이키센텀몰 나이키센텀시티점 나이키센텀시티 신세계나이키 나이키센텀몰신세계 부산나이키 나이키부산 나이키오픈 매장리뉴얼 나이키매장오픈 나이키매장,False
Caq9Nm3LW42,국내발매 나이키 홍대에서 덩크 로우 넥스트 네이처 페일 코랄 우먼스 제품 응모가 시작되었습니다응모 링크는 프로필 게시물 알림 설정 하시고 한정판 스니커즈 발매정보 놓치지 마세요한정판 발매 정보의 모든것 럭키드로우 페이지 럭키드로우 럭키드로우 당첨 덩크 덩크로우,True
Caoyzc1PB3V,에어포스 폰탄카 서현,False
CaoDLOJPo2q,돋보이려 애쓰지 않아도난 어디서든 주목을 받지무심한 듯 시크한 블랙의 힘무드에 따라 연출하는 오리지널 룩 새로움이 아닌 나다움이야 아디다스오리지널스 새로움이아닌나다움,False
_xclMzK/93471344,나이키 고 플라이이즈 원손을 사용하지 않는 빠르고 편리한 디자인 더 이상 새로운 기능은 나올 수 없다고 생각한 순간 나이키는 빠르고 간편하게 신발을 신을 수 있는 완전히 새로운 방식을 소개하며 세상을 깜짝 놀라게 합니다나이키 고 플라이이즈는 뒤꿈치 전체밑창 포함가 힌지처럼 열려 손을 전혀 대지 않고도 신발을 신을 수 있습니다 발을 넣고 아래로 디디기만 하면 모든 준비가 끝납니다 자세한 내용은 전화 또는 카카오톡으로 문의 해주시기 바랍니다 댓글을 통한 문의는 받지 않고 있습니다 전화 문의 강남점 카카오톡 문의 나이키 강남 채널,False
CaQqeZxvSJr,온라인 라플 발매 단위 단위 단위 응모날짜 월 일화 오전 시일목 오전 시 당첨자발표 월 일금 오전 시 구입날짜 월 일금 오전 시일월 오후 시 온라인 라플 참여 가이드 나이키 동성로타운 인스타그램 팔로우 후 프로필 내 링크를 글릭하여 구글 설문지를 작성해주세요 구글설문지는 마지막으로 작성된 최신 버전으로 적용됩니다 응모링크는 프로필에서 확인해주세요 안전을 위하여 방문 수령 일자를 확인해주세요 인 회 응모 가능 만 세 미만은 응모 불가 카드 결제 시 본인 명의 카드로만 결제 가능 본인 신분증 지참 당첨자 발표 당첨되신 분들은 월 일금 오전 시에 문자 메세지가 발송됩니다 구입은 당첨자 발표 당일 월 일금 오전 시부터 일월 오후 시까지 구매 가능합니다 응모자 본인이 수령해야 하며 본인 확인을 위한 신분증 및 핸드폰으로 받으신 원본를 확인하오니 꼭 지참해주시기 바랍니다 신분증 중 하나라도 미지참 시 구입 불가 외국인의 경우 정부 공식 발급 외국인등록증 여권만 가능합니다 수령 시 본인이 응모한 이름과 동일하여야 구입 가능 공지해드린 기간 내에 미구매 시 자동으로 당첨이 취소되며 카드 결제 시 본인카드로만 결제가 가능하오니 이 점 참고 부탁드립니다 택배 거래 불가 매장 방문 수령만 진행 매장안내대구광역시 중구 동성로 길 나이키 동성로타운 나이키 나이키동성로타운 나이키대구 대구나이키 동성로타운나이키 동성로나이키 나이키덩크 덩크 덩크로우 나이키덩크로우 나이키덩크 덩크로우 할로윈덩크 덩크할로윈 울프그레이덩크 빈티지그린덩크 라플,True
CahXXcWL6Q3,이벤트 슈프라이즈 회 칩스 만원 스니커 상품권 당첨자를 발표합니다 번째 이벤트를 맞이하여 조금은 특별한 선물을 준비했던 이번 라플당첨자 분께는 만원 칩스 상품권과 슈프라이즈와 함께 프라이빗하게 칩스 매장투어할 수 있는 기회가 제공됩니다앞으로도 슈프라이즈가 진행하는 다양하고 재미난 이벤트에 많은 관심 부탁드려요칩스 만원 상품권당첨자 한정판 신발의 전세계 발매정보를 에서 가장 빠르게 만나보세요 슈프라이즈 슈프라이즈 슈프라이즈 칩스 이태원칩스 칩스이태원,False
CaQqtMxvb8q,온라인 라플 발매 단위 단위 단위 응모날짜 월 일화 오전 시일목 오전 시 당첨자발표 월 일금 오전 시 구입날짜 월 일금 오전 시일월 오후 시 온라인 라플 참여 가이드 나이키 동성로타운 인스타그램 팔로우 후 프로필 내 링크를 글릭하여 구글 설문지를 작성해주세요 구글설문지는 마지막으로 작성된 최신 버전으로 적용됩니다 응모링크는 프로필에서 확인해주세요 안전을 위하여 방문 수령 일자를 확인해주세요 인 회 응모 가능 만 세 미만은 응모 불가 카드 결제 시 본인 명의 카드로만 결제 가능 본인 신분증 지참 당첨자 발표 당첨되신 분들은 월 일금 오전 시에 문자 메세지가 발송됩니다 구입은 당첨자 발표 당일 월 일금 오전 시부터 일월 오후 시까지 구매 가능합니다 응모자 본인이 수령해야 하며 본인 확인을 위한 신분증 및 핸드폰으로 받으신 원본를 확인하오니 꼭 지참해주시기 바랍니다 신분증 중 하나라도 미지참 시 구입 불가 외국인의 경우 정부 공식 발급 외국인등록증 여권만 가능합니다 수령 시 본인이 응모한 이름과 동일하여야 구입 가능 공지해드린 기간 내에 미구매 시 자동으로 당첨이 취소되며 카드 결제 시 본인카드로만 결제가 가능하오니 이 점 참고 부탁드립니다 택배 거래 불가 매장 방문 수령만 진행 매장안내대구광역시 중구 동성로 길 나이키 동성로타운 나이키 나이키동성로타운 나이키대구 대구나이키 동성로타운나이키 동성로나이키 나이키덩크 덩크 덩크로우 나이키덩크로우 나이키덩크 덩크로우 할로윈덩크 덩크할로윈 울프그레이덩크 빈티지그린덩크 라플,True
CayyB7orOvb,국내발매 지금 웍스아웃 에서 에어 조던 하이 하이퍼 로얄의 응모가 시작됐습니다 시까지 참여 가능하니 놓치지 말고 참여하세요 한정판 신발의 전세계 발매정보를 에서 가장 빠르게 만나보세요 슈프라이즈 슈프라이즈에어조던 에어조던 조던 조던 하이퍼로얄 웍스아웃 응모 한정판 라플,True
CadowW-voku,국내발매 지금 나이키 신세계 센텀몰점에서 덩크 로우 범고래의 응모가 시작됐습니다 참여 기간을 확인 하시고 지금 바로 참여하세요 응모날짜 월 일일 오전 시 월 일금 오전 시 당첨자발표 월 일토 오전 시 구입날짜 월 일토 오전 시일금 오후 시지금 슈프라이즈 홈페이지에서 자세한 링크 확인하고 응모에 참여하세요한정판 신발의 전세계 발매정보를 에서 가장 빠르게 만나보세요 슈프라이즈 슈프라이즈,True
CaUr6VKlhV9,뎀나 즈바살리아와 칸예 웨스트가 함께 완성한 이지 갭 엔지니어드 바이 발렌시아가의 첫 번째 드롭이 발매되었습니다제품군은 빈티지 워싱이 가미된 갭 로고 후디와 다양한 컬러의 티셔츠 그리고 트라우저와 데님 셋업으로 이루어졌는데요지금 바로 슈프라이즈에서 발매처를 확인하고 구매에 도전해보세요한정판 신발의 전세계 발매정보를 에서 가장 빠르게 만나보세요 슈프라이즈 슈프라이즈이지갭 이지갭엔지니어드바이발렌시아가 칸예웨스트 뎀나즈바살리아 갭,False
CaoA6CRP65m,인 족 구매 가능도도포인트 적립사용 택배거래 불가제품 문의매장으로 문의 부탁드립니다자세한 정보는 프로필 참고부탁드립니다,False
CaRheA5Fpb0,베리 페리 를 입은 아이템익숙한 듯 오묘한 분위기를 자아내는 베리 페리 컬러는 포인트 아이템으로 제격입니다 부담 없이 생기 있는 모습을 연출하기 좋은 베리 페리 컬러를 담은 아이템들을 지금 웍스아웃에서 만나보세요 웍스아웃,False
CaoyNO5vpRc,에어맥스 미래의 전설이 될 존재맥스 에어는 년 경기를 바꿔놓았습니다 이제는 나이키 에어맥스 와 에메랄드 컬러로 주년을 기념합니다 에메랄드 그래픽과 컬러가 오리지널의 클래식한 곡선형 디자인 라인과 쿠셔닝을 멋지게 표현하면서 주년을 강조합니다 서현,False
CaoBsFuPE1o,구매 시 유의사항 멤버확인 택배거래 불가 인 족 구매가능 교환 및 환불 불가 신분증 지참제품은 카카오톡매장으로 문의 부탁드립니다 나이키 서현 자세한 정보는 프로필 참고,False
Ca07MzZvckz,한스타일 리미티드 에디션 주년을 맞이하여 뉴발란스 제품 족 이벤트가 시작되었습니다 지금 바로 참여하세요상품명 응모가능기간 럭키드로우 가격 원자세한 정보는 프로필모든 온라인 래플 이벤트 특가 정보는 페이지 럭키 드로우 라플 래플 온라인래플 럭키드로우 드로우 응모 추첨 이벤트 할인 특가 선착순한스타일 뉴발란스 뉴발 광고,True
CadwH4WrHQA,국내발매 에크루에서 언더커버 나이키 덩크 하이 카오스 발란스 응모 시작지금 슈프라이즈에서 자세한 발매 정보를 확인하고 응모에 참여하세요 슈프라이즈 슈프라이즈언더커버 나이키덩크 언더커버덩크하이 언더커버나이키,True
CalsiIUvV2g,응모가 종료되었습니다 감사합니다 응모기간 수 당첨발표 당첨발표 수 오후 시 이후당첨자 구입일 당첨자 구매 가능 기간 목 토응모 및 구매 시 유의사항 인 회만 응모만 가능 중복 응모 시 당첨에서 제외 실물신분증 원본 당첨문자 본의명의 실물카드가지 모두 확인되어야 구입가능 나이키 홍대 카카오톡 채널 친구 추가 확인 멤버 확인 매장 방문 수령 및 카드 결제만 가능 택배 거래 불가 결제시 본인 명의의 실물카드로만 결제 가능 교환 및 환불 불가단 제품 불량 시에만 환불 가능 도도포인트 적립 및 사용 불가 구입 가능 기간 내 미 구매 시 자동으로 당첨 취소 제품특성상 박스손상 및 제품의 긁힘 얼룩등 퀄리티 문제로 인한 제품 비교 및 교환 변경은 불가합니다매장 주소 및 영업시간은 매장별 인스타 참고 부탁드립니다결제로 인한 대기시간이 길어질 수 있으니 양해 부탁드립니다당첨 구입시 안전을 위해 직원 통제에 협조 부탁드립니다,True
CaoBsFuPE1o,구매 시 유의사항 멤버확인 택배거래 불가 인 족 구매가능 교환 및 환불 불가 신분증 지참제품은 카카오톡매장으로 문의 부탁드립니다 나이키 서현 자세한 정보는 프로필 참고,False
CaTM94pM2ug,국내발매 오늘 시 나이키 코리아에서 진행되는 선착순 발매 리스트입니다 나이키 덩크 하이 옐로우 애시드 워시 나이키 덩크 하이 오렌지 애시드 워시나이키 에어 모더 업템포 스플리트나이키 폰탄카 와플 우먼스 화이트 팬텀에어 맥스 우먼스 라이즈 앤 유니티나이키 덩크 맨즈 티 블랙 나이키 덩크 맨즈 티 화이트슈프라이즈 홈페이지에서 자세한 링크 확인하고 응모에 참여하세요한정판 신발의 전세계 발매정보를 에서 가장 빠르게 만나보세요 슈프라이즈 슈프라이즈나이키 나이키코리아 스포츠 선착순 한정판 한정판발매 조던미드레드브랜딩 나이키덩크하이,False
Ca6npGDDbvK,요즘 가장 핫한 브랜드 에임 레온 도르의 수장 테디 산티스지난해 뉴발란스 라인의 크리에이티브 디렉터로 선임된 테디 산티스가 마침내 그 첫 번째 컬렉션을 예고하였는데요 최근 공개된 한 장의 이미지를 통해 다양한 스타일의 실루엣을 찾아볼 수 있답니다큰 기대를 모으고 있는 테디 산티스의 뉴발란스 이번 봄 시즌 공식 출시된다고 하니 관심 있다면 추후 슈프라이즈의 업데이트를 확인해보세요한정판 신발의 전세계 발매정보를 에서 가장 빠르게 만나보세요 슈프라이즈 슈프라이즈테디산티스 뉴발란스 뉴발란스 뉴발란스메이드인 뉴발란스,False
Ca0zn23PW9i,국내발매 잠시후 시 뉴발란스 공홈에서 뉴발란스 문빔 제품이 선착순 발매됩니다자세한 정보는 프로필 게시물 알림 설정 하시고 한정판 스니커즈 발매정보 놓치지 마세요한정판 발매 정보의 모든것 럭키드로우 페이지 럭키드로우 럭키드로우 당첨뉴발란스 뉴발,True
CaoBsFuPE1o,구매 시 유의사항 멤버확인 택배거래 불가 인 족 구매가능 교환 및 환불 불가 신분증 지참제품은 카카오톡매장으로 문의 부탁드립니다 나이키 서현 자세한 정보는 프로필 참고,False
CaTQ6y9PiaW,국내발매 은광 계열 현대백화점 나이키에서 범고래를 비롯한 다양한 덩크 조던 제품 응모가 시작되었습니다 각 매장별로 모두 참여 가능해요슈프라이즈 홈페이지에서 자세한 링크 확인하고 응모에 참여하세요한정판 신발의 전세계 발매정보를 에서 가장 빠르게 만나보세요 슈프라이즈 슈프라이즈나이키 나이키덩크로우 나이키덩크 덩크로우 범고래덩크 덩크범고래 덩크로우범고래,True
Ca1P5_tPaua,국내발매 훕씨티에서 나이키 에어 조던 미드 크림 그레이 제품 응모가 시작되었습니다응모 링크는 프로필 게시물 알림 설정 하시고 한정판 스니커즈 발매정보 놓치지 마세요한정판 발매 정보의 모든것 럭키드로우 페이지 럭키드로우 럭키드로우 당첨 에어조던,True
Caoyzc1PB3V,에어포스 폰탄카 서현,False
CaO1v29PZwM,국내발매 강남 나이키에서 조던 로우 블랙 유니버시티 블루 응모가 다시 시작되었습니다지금 슈프라이즈 홈페이지에서 자세한 링크 확인하고 응모에 참여하세요한정판 신발의 전세계 발매정보를 에서 가장 빠르게 만나보세요 슈프라이즈 슈프라이즈조던 조던 에어조던 나이키 조던로우,True
Ca1G4gNFFyn,다가오는 월 이지부스트 지브라가 재출시 될 거란 소식이 전해집니다올해 전설적인 이지 시리즈가 대거 리스탁되네요슈프라이즈를 팔로우하고 업데이트되는 이지 출시 소식 받아보세요 한정판 신발의 전세계 발매정보를 에서 가장 빠르게 만나보세요 슈프라이즈 슈프라이즈이지부스트 아디다스 이지부스트 아디다스이지부스트 이지부스트지브라 이지부스트지브라,False
CaPA_NtpydS,이벤트 이번 주 핫한 신발 이벤트 총 정리 오오티디에서 진행 중인 일 범고래 응모부터 펄핏의 덩크 로우 울프그레이 등 인기 신발로 가득한 한 주잠시 후 시에는 슈프라이즈에서 진행 중인 회 라플 조던 하이 컬리지 네이비 응모가 마감됩니다 지금 슈프라이즈 인스타그램 프로필 링크를 통해 자세한 내용을 살펴보고 이벤트 응모에 참여해보세요한정판 신발의 전세계 발매정보를 에서 가장 빠르게 만나보세요 슈프라이즈 슈프라이즈나이키 나이키코리아 조던 에어조던 조던 컬리지네이비 조지타운 조던 나이키덩크로우 나이키덩크 덩크로우 범고래덩크 덩크범고래 덩크로우범고래,False
CaYY0g7phri,온라인 라플 발매 응모날짜 월 일금 오전 시일월 오전 시 당첨자발표 월 일화 오전 시 구입날짜 월 일화 오전 시일토 오후 시 월 일 정기휴무 온라인 라플 참여 가이드 나이키 더현대 서울 공식 카카오톡 채널 계정 친구 추가 후 카카오톡 채널 대화 메뉴 중 구글 설문지 작성을 클릭하여 구글 설문지를 작성해주세요구글설문지는 마지막으로 작성된 최신 버전으로 적용됩니다 카카오톡 채널 링크는 인스타그램 프로필에서 확인해주세요 안전을 위하여 방문 수령 일자를 선택해주세요 인 회 응모 가능 만 세 미만은 응모 불가 카드 결제 시 본인 명의 카드로만 결제 가능 본인 신분증 지참 당첨자 발표 당첨되신 분들은 월 일화 오전 시에 문자 메세지가 발송됩니다 구입은 당첨자 발표 당일 월 일화 오전 시부터 일토 오후 시까지 구매 가능합니다 월 일 정기휴무 응모자 본인이 수령해야 하며 본인 확인을 위한 신분증 및 핸드폰으로 받으신 원본를 확인하오니 꼭 지참해주시기 바랍니다 신분증 중 하나라도 미지참 시 구입 불가 외국인의 경우 정부 공식 발급 외국인등록증 여권만 가능합니다 수령 시 본인이 응모한 이름과 동일하여야 구입 가능 공지해드린 기간 내에 미구매 시 자동으로 당첨이 취소되며 카드 결제 시 본인카드로만 결제가 가능하오니 이 점 참고 부탁드립니다 택배 거래 불가 매장 방문 수령만 진행매장안내서울특별시 영등포구 여의대로 더현대서울 층 영등포나이키 나이키 덩크라플 할로윈덩크 할로윈신발 덩크온라인라플,True
CaUJarBF8_p,스웨트셔츠로 구성된 테켓의 두 번째 딜리버리를 소개합니다 과하지 않은 귀여움이 포인트 테켓 웍스아웃,False
CaqaecevxNN,국내발매 나이키 공홈에서 나이키 에어 조던 로우 골프 울프 그레이 제품 응모가 시작되었습니다응모 링크는 프로필 게시물 알림 설정 하시고 한정판 스니커즈 발매정보 놓치지 마세요,True
Carac0PvMzk,클래식한 모던 핏의 스타일나이키 스포츠웨어 풀오버 후디는 무게감 있는 프렌치 테리 소재로 제작되어 고급스러운 느낌을 선사합니다 클래식한 룩으로 섬세하게 완성해 간편하게 착용 가능하며 드롭 숄더가 있어 모던한 느낌을 연출하고 쉽게 레이어링할 수 있습니다 하프 지퍼 디자인이 스타일링 옵션을 제공하고 패널 후드와 조임 끈이 필요한 순간에 보온성과 커버력을 높여줍니다 제품 문의는 카카오톡 매장 문의로 부탁드립니다 코엑스 나이키자세한 매장 문의는 프로필 참고 부탁드립니다,False
Ca6UHNdr3fM,국내발매 윈윈 계열 나이키 매장에서 덩크 하이 유니버시티 레드 제품 응모가 시작되었습니다응모 링크는 프로필 게시물 알림 설정 하시고 한정판 스니커즈 발매정보 놓치지 마세요한정판 발매 정보의 모든것 럭키드로우 페이지 럭키드로우 럭키드로우 당첨 덩크 덩크로우,True
CaTw2lnvGlH,지금 사도 늦지 않는 살짝 도톰한 아우터 모음활용도가 높아 두고두고 입을 수 있는 간절기 아우터를 소개합니다 가격은 만원 대부터 만원 대까지옆으로 넘길수록 높아집니다,False
